No;Name;Url;OriginalPrice;SalePrice;Content;ImageLinks
11;Váy Ngủ Wink;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-wink;450000;450000;"
<p><span>Váy Ngủ Wink</span></p><p><span>Chất liệu: Ren Phối Lưới Cao Cấp</span></p><p><span>Màu sắc: Đỏ - Đen</span></p><p><span>Size: Freesize</span></p>
";"https://product.hstatic.net/1000097488/product/wink_do__2__834389d3a6e447188f053baf580d7bd5_master.jpg
https://product.hstatic.net/1000097488/product/wink_do__4__3d83e002e92d49908d6c4bcefd6cc119_master.jpg
https://product.hstatic.net/1000097488/product/wink_den__1__4aac9b266f724bd79cebbe7a71b296d5_master.jpg
https://product.hstatic.net/1000097488/product/wink_den__4__b2fce8c0f7114fff92a46d0617104d40_master.jpg
https://product.hstatic.net/1000097488/product/wink_do__1__df1208a94d114fa8a0a28feb2e0f4fb2_master.jpg
https://product.hstatic.net/1000097488/product/wink_den__2__4d519d48e48d43649287f21024a8d7d2_master.jpg
https://product.hstatic.net/1000097488/product/wink_do__3__2ce12a86280e43ec91c92d094ab09fb8_master.jpg
https://product.hstatic.net/1000097488/product/wink_den__3__e4aa9071ad684683a053865e470be134_master.jpg
"
12;Váy Ngủ Queen;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-queen;460000;460000;"
<p><span>Váy Ngủ Queen</span></p><p><span>Chất liệu: Ren Phối Lưới Cao Cấp</span></p><p><span>Màu sắc: Đỏ </span></p><p><span>Size: Freesize</span></p>
";"https://product.hstatic.net/1000097488/product/queen_do__1__7a575a97d00c461cb3f0e2a2c33ae7b2_master.jpg
https://product.hstatic.net/1000097488/product/queen_do__2__f0bb068e5b1d4150bea926638591352b_master.jpg
https://product.hstatic.net/1000097488/product/queen_do__3__86a2dbce3d364051b169db0f3db21805_master.jpg
https://product.hstatic.net/1000097488/product/queen_do__4__9523249c1d6f462293429650f1946874_master.jpg
"
13;Váy Ngủ Sassy;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-sassy;460000;460000;"
<p><span>Váy Ngủ Sassy</span></p><p><span>Chất liệu: Ren Phối Lưới Cao Cấp</span></p><p><span>Màu sắc: Đỏ - Đen</span></p><p><span>Size: Freesize</span></p>
";"https://product.hstatic.net/1000097488/product/sassy_den__1__23870aadb98c465b85c99694d7e6e09a_master.jpg
https://product.hstatic.net/1000097488/product/sassy_den__2__e4d0c9c599614d6bbf17cb57d210132d_master.jpg
https://product.hstatic.net/1000097488/product/sassy_den__3__b92165c0d36a41b49cd8845d24df38e4_master.jpg
https://product.hstatic.net/1000097488/product/sassy_den__4__06b299835a7348e3b5b5222d6e094004_master.jpg
https://product.hstatic.net/1000097488/product/sassy_do__1__bf41b9e9e14d4eb48d4c5f6ac8f6a5a5_master.jpg
https://product.hstatic.net/1000097488/product/sassy_do__2__c0168614ba00434d95145cd918315662_master.jpg
https://product.hstatic.net/1000097488/product/sassy_do__3__f87b29ab128b451988f0f6d2cf9a42c5_master.jpg
https://product.hstatic.net/1000097488/product/sassy_do__4__031f2399c40147e48104c742f12edffb_master.jpg
"
14;Váy Ngủ Spice;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-spice;490000;490000;"
<p><span>Váy Ngủ Spice</span></p><p><span>Chất liệu: Ren Phối Lưới Cao Cấp</span></p><p><span>Màu sắc: Hồng - Đen</span></p><p><span>Size: Freesize</span></p>
";"https://product.hstatic.net/1000097488/product/spice_den__1__88daa370a2c8446a971f6794e5c2e840_master.jpg
https://product.hstatic.net/1000097488/product/spice_den__2__8fc62c9310014af68c368c265dabf74a_master.jpg
https://product.hstatic.net/1000097488/product/spice_hong__1__3a878f14bd59466ba9685eea8d243284_master.jpg
https://product.hstatic.net/1000097488/product/spice_hong__4__3c07c1de21f645c894d0c17864aaf658_master.jpg
https://product.hstatic.net/1000097488/product/spice_den__3__1737fb8b6e774c218371cb53bd7b3d3e_master.jpg
https://product.hstatic.net/1000097488/product/spice_hong__2__2189690d42504b0c9cee747df2963616_master.jpg
https://product.hstatic.net/1000097488/product/spice_hong__3__12fa016a637448afb1d097cd5164a980_master.jpg
https://product.hstatic.net/1000097488/product/spice_den__4__5f7be29f456544628533ebcae6f4b14d_master.jpg
"
15;Váy Ngủ Jane;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-jane;410000;410000;"
<p><span>VÁY NGỦ JANE</span></p><p><span>CHẤT LIỆU: LỤA SATIN</span></p><p><span>MÀU SẮC: XANH - HỒNG</span></p><p><span>SIZE: FREESIZE</span></p><p><span>Váy Ngủ Kèm Quần</span></p><p><span>GIÁ: 410.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/jane_xanh__1__8327ec0fd1f3454e8c906281e33e048e_master.jpg
https://product.hstatic.net/1000097488/product/jane_hong__1__fc1b7595475741e8b7372e226d1a2aaa_master.jpg
https://product.hstatic.net/1000097488/product/jane_hong__2__f9ab9c6f95794f7ca2156222b509c22e_master.jpg
https://product.hstatic.net/1000097488/product/jane_hong__3__95dc85805c514edc87c916f5a9ee5269_master.jpg
https://product.hstatic.net/1000097488/product/jane_xanh__2__81e9d432745f41ea8e3772d3a698016a_master.jpg
https://product.hstatic.net/1000097488/product/jane_xanh__3__798f58472f6b4e5986b025b820dee569_master.jpg
"
16;Váy Ngủ Rose;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-rose;490000;490000;"
<p><span>VÁY NGỦ ROSE</span></p><p><span>CHẤT LIỆU: LỤA SATIN</span></p><p><span>MÀU SẮC: HỒNG - XANH</span></p><p><span>SIZE: FREESIZE</span></p><p><span>GIÁ: 490.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/rose_hong__1__8f66b5c6a0ae4892b1bceaa73cee349e_master.jpg
https://product.hstatic.net/1000097488/product/rose_hong__2__a7d1da75386445b3a33830b657c30442_master.jpg
https://product.hstatic.net/1000097488/product/rose_hong__3__c8e5568e9bed45b3b347c22bc94eaf3c_master.jpg
https://product.hstatic.net/1000097488/product/rose_xanh__1__858f071c844e4012980c5fe8d2c2b877_master.jpg
https://product.hstatic.net/1000097488/product/rose_xanh__2__c483f250bf9e4fdb970a7fc7dfb76ebc_master.jpg
https://product.hstatic.net/1000097488/product/rose_xanh__3__959fa602037247658faa2276feec2001_master.jpg
"
17;Váy Ngủ Abby;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-abby;460000;460000;"
<p><span>Váy Ngủ Abby</span></p><p><span>Màu sắc: Đỏ, Đen</span></p><p><span>Chất liệu: Satin Lụa</span></p><p><span>Váy Ngủ Kèm Quần</span></p><p><span>Freesize</span></p>
";"https://product.hstatic.net/1000097488/product/27_be5326b21d4c4224a5a6ff3f391c1062_master.jpg
https://product.hstatic.net/1000097488/product/abby_do__1__e753be3cde4b4e54997954665f29b4c3_master.jpg
https://product.hstatic.net/1000097488/product/abby_den__1__45b13bdd719d4230980752a47714e07f_master.jpg
https://product.hstatic.net/1000097488/product/abby_den__2__b88553f928de4686b3423f1b4009212c_master.jpg
https://product.hstatic.net/1000097488/product/abby_den__3__bb31edbd2cd94e9b8d1df882ee73d0c5_master.jpg
https://product.hstatic.net/1000097488/product/abby_do__2__154cf22757444e41ad530f0c88aa2385_master.jpg
https://product.hstatic.net/1000097488/product/abby_do__3__d54b79f433114c60913b33795f9276bb_master.jpg
https://product.hstatic.net/1000097488/product/26_0fc10bdcd7e14200ac6b4724d536e13e_master.jpg
https://product.hstatic.net/1000097488/product/28_95a80a667f894e4a9fa51102e1243fcb_master.jpg
"
18;Váy ngủ Tammy;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-tammy;530000;530000;"
<p><span>Váy ngủ Tammy</span></p><p><span>Chất liệu: Tơ Chiffon phối ren thun</span></p><p><span>Màu sắc: Trắng, Đen</span></p><p><span>Size: Freesize</span></p><p><span>Váy Ngủ Kèm Quần và Áo ống</span></p><p><span>Giá: 530.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/1_9543f243fea44e9885ad848d7ef61733_master.jpg
https://product.hstatic.net/1000097488/product/tammy_den__1__a2249c3c9a524cda9bf69fdc2b5fc079_master.jpg
https://product.hstatic.net/1000097488/product/tammy_den__2__baf4c62aa7a6422fb6030273257d11df_master.jpg
https://product.hstatic.net/1000097488/product/tammy_trang__1__5f7beeeb4eee46a0be1d0fcd665351ff_master.jpg
https://product.hstatic.net/1000097488/product/tammy_den__3__258d1d66273b4c34b283d11c3369ce5f_master.jpg
https://product.hstatic.net/1000097488/product/tammy_trang__3__607757d1d00a497eb5c3d200bd94ccf7_master.jpg
"
19;Váy Ngủ Jena;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-jena;390000;390000;"
<p><span>Váy ngủ Jena</span></p><p><span>Chất liệu: Phi Lụa, Tơ</span></p><p><span>Màu sắc: Họa tiết hoa</span></p><p><span>Size: Freesize</span></p><p><span>Váy Ngủ Kèm Quần</span></p><p><span>Giá: 390.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/1_3e856be5431d4fa98613e8cfc818a557_master.jpg
https://product.hstatic.net/1000097488/product/jena__1__cc06b990f71f43de9ccf8ef6cea69053_master.jpg
https://product.hstatic.net/1000097488/product/jena__3__20a15e413fc84bedb587a187cfdad336_master.jpg
"
20;Váy Ngủ Elsa;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-elsa;450000;450000;"
<p><span>Váy ngủ Elsa</span></p><p><span>Chất liệu: Voan phối ren</span></p><p><span>Màu sắc: Đen</span></p><p><span>Size: Freesize</span></p><p><span>Giá: 450.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/1_7a266129be964b5da7948df4f3ee4349_master.jpg
https://product.hstatic.net/1000097488/product/elsa__3__c5f65909d3cf4e80bf71892fcf5c8713_master.jpg
https://product.hstatic.net/1000097488/product/elsa__1__6665201a417e4697946be445bda336fd_master.jpg
"
21;Váy ngủ Touch;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-touch;450000;450000;"
<p><span>Váy ngủ Touch</span></p><p><span>Chất liệu: Tơ Chiffon</span></p><p><span>Màu sắc: Đen, Hồng Da</span></p><p><span>Size: Freesize</span></p><p><span>Váy Ngủ Kèm Quần</span></p><p><span>Giá: 450.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/xaxa_00894ac287eb4bcd80dd2465f2eb1f12_master.jpg
https://product.hstatic.net/1000097488/product/touch_da__1__250cb8e05d3e418bae7e8eeda75cab73_master.jpg
https://product.hstatic.net/1000097488/product/touch_da__2__570aebfb5f7d41f6b103afc64239c01c_master.jpg
https://product.hstatic.net/1000097488/product/touch_da__3__3d2a8bb75a0d40ebb477341cac26d602_master.jpg
https://product.hstatic.net/1000097488/product/touch_den__2__2134f1d6d5324ce0bf8086b60e0f9d08_master.jpg
https://product.hstatic.net/1000097488/product/touch_den__3__b5dee17d00b6446ebcc063beb110e27d_master.jpg
"
22;Váy ngủ Gigi;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-gigi;410000;410000;"
<p><span>Váy ngủ Gigi</span></p><p><span>Chất liệu: Phi lụa Hàn Quốc, Ren Thun</span></p><p><span>Màu sắc: Xanh dương phối hoa</span></p><p><span>Size: Freesize</span></p><p><span>Váy Ngủ Kèm Quần</span></p><p><span>Giá: 410.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/daria__1__530edcdc9bfe4c4d9dbba00c4ca988be_master.jpg
https://product.hstatic.net/1000097488/product/gigi__1__ac7c24e398304b89a8c8809dd92ca1d0_master.jpg
https://product.hstatic.net/1000097488/product/gigi__3__626922beb7d649b0b397017d4679d449_master.jpg
"
23;Váy ngủ Killian;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-killian;390000;390000;"
<p><span>Váy ngủ Killian</span></p><p><span>Chất liệu: Phi lụa Hàn Quốc</span></p><p><span>Màu sắc: Da Beo</span></p><p><span>Size: Freesize</span></p><p><span>Váy Ngủ Kèm Quần</span></p><p><span>Giá: 390.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/daria__1__82a72f2c256f40eebb35d2a7684f02c4_master.jpg
https://product.hstatic.net/1000097488/product/killian__1__e0f67c3a676d431e942702508b73be69_master.jpg
https://product.hstatic.net/1000097488/product/killian__2__cb1d034e759b4b45bdd1918894af3c96_master.jpg
"
24;Váy ngủ Mimosa;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-mimosa;450000;450000;"
<p><span>Váy ngủ Mimosa</span></p><p><span>Chất liệu: Lụa Satin phối tơ bóng</span></p><p><span>Màu sắc: Da cam</span></p><p><span>Size: Freesize</span></p><p><span>Váy Ngủ Kèm Quần</span></p><p><span>Giá: 450.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/mimosa__2__b353e2f2cf754437937487fceb3d4fd6_master.jpg
https://product.hstatic.net/1000097488/product/mimosa__1__21378c80b9c546a5aa22569c8cc99dd6_master.jpg
https://product.hstatic.net/1000097488/product/mimosa__3__3bc03f645d204908a6e603a2d6241dae_master.jpg
https://product.hstatic.net/1000097488/product/mimosa__1__a2c3b166dc9249859928efb482dd62bd_master.jpg
https://product.hstatic.net/1000097488/product/mimosa__2__d134d8f8bb7c48318b47b1f8e48ab29d_master.jpg
https://product.hstatic.net/1000097488/product/mimosa__3__96da1778141b4a63a93e923a657752c3_master.jpg
"
25;Váy Ngủ Sassy;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-sassy;460000;460000;"
<p><span>Váy Ngủ Sassy</span></p><p><span>Chất liệu: Ren Phối Lưới Cao Cấp</span></p><p><span>Màu sắc: Đỏ - Đen</span></p><p><span>Size: Freesize</span></p>
";"https://product.hstatic.net/1000097488/product/sassy_den__1__23870aadb98c465b85c99694d7e6e09a_master.jpg
https://product.hstatic.net/1000097488/product/sassy_den__2__e4d0c9c599614d6bbf17cb57d210132d_master.jpg
https://product.hstatic.net/1000097488/product/sassy_den__3__b92165c0d36a41b49cd8845d24df38e4_master.jpg
https://product.hstatic.net/1000097488/product/sassy_den__4__06b299835a7348e3b5b5222d6e094004_master.jpg
https://product.hstatic.net/1000097488/product/sassy_do__1__bf41b9e9e14d4eb48d4c5f6ac8f6a5a5_master.jpg
https://product.hstatic.net/1000097488/product/sassy_do__2__c0168614ba00434d95145cd918315662_master.jpg
https://product.hstatic.net/1000097488/product/sassy_do__3__f87b29ab128b451988f0f6d2cf9a42c5_master.jpg
https://product.hstatic.net/1000097488/product/sassy_do__4__031f2399c40147e48104c742f12edffb_master.jpg
"
26;Váy Ngủ Spice;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-spice;490000;490000;"
<p><span>Váy Ngủ Spice</span></p><p><span>Chất liệu: Ren Phối Lưới Cao Cấp</span></p><p><span>Màu sắc: Hồng - Đen</span></p><p><span>Size: Freesize</span></p>
";"https://product.hstatic.net/1000097488/product/spice_den__1__88daa370a2c8446a971f6794e5c2e840_master.jpg
https://product.hstatic.net/1000097488/product/spice_den__2__8fc62c9310014af68c368c265dabf74a_master.jpg
https://product.hstatic.net/1000097488/product/spice_hong__1__3a878f14bd59466ba9685eea8d243284_master.jpg
https://product.hstatic.net/1000097488/product/spice_hong__4__3c07c1de21f645c894d0c17864aaf658_master.jpg
https://product.hstatic.net/1000097488/product/spice_den__3__1737fb8b6e774c218371cb53bd7b3d3e_master.jpg
https://product.hstatic.net/1000097488/product/spice_hong__2__2189690d42504b0c9cee747df2963616_master.jpg
https://product.hstatic.net/1000097488/product/spice_hong__3__12fa016a637448afb1d097cd5164a980_master.jpg
https://product.hstatic.net/1000097488/product/spice_den__4__5f7be29f456544628533ebcae6f4b14d_master.jpg
"
27;Váy Ngủ Jane;https://sexyforever.vn/collections/sleepwear/products/vay-ngu-jane;410000;410000;"
<p><span>VÁY NGỦ JANE</span></p><p><span>CHẤT LIỆU: LỤA SATIN</span></p><p><span>MÀU SẮC: XANH - HỒNG</span></p><p><span>SIZE: FREESIZE</span></p><p><span>Váy Ngủ Kèm Quần</span></p><p><span>GIÁ: 410.000 VNĐ</span></p>
";"https://product.hstatic.net/1000097488/product/jane_xanh__1__8327ec0fd1f3454e8c906281e33e048e_master.jpg
https://product.hstatic.net/1000097488/product/jane_hong__1__fc1b7595475741e8b7372e226d1a2aaa_master.jpg
https://product.hstatic.net/1000097488/product/jane_hong__2__f9ab9c6f95794f7ca2156222b509c22e_master.jpg
https://product.hstatic.net/1000097488/product/jane_hong__3__95dc85805c514edc87c916f5a9ee5269_master.jpg
https://product.hstatic.net/1000097488/product/jane_xanh__2__81e9d432745f41ea8e3772d3a698016a_master.jpg
https://product.hstatic.net/1000097488/product/jane_xanh__3__798f58472f6b4e5986b025b820dee569_master.jpg
"
